Date,Content,Name,Rating
2/1/2019,It is the best game ever. The best strategy gameplay ever. The best epic combat game. Superorder💟😅😉😉😉😉😱😍😍😍😍😳😝😝😝😋😙😘😎😎😎😎😎🙌🙌👌👍💕👍👍👏👏👏👏🔔🔔🎇🎇🎉🎂🎂🎊🎆📯📢📣. The town hall level 📆 is so super.🌞🌊🌋🗼🗽🔝✔✔I love this game 💗💗💗💗💗💓💜l,Deep Kumar,5
2/1/2019,World best game after PuBG,Aamesh Siddiqui,5
2/1/2019,Awesome,Aaron Pene Gower,5
2/1/2019,nice game,,5
2/1/2019,it's very nice game love it th10,Alok Kumar,5
2/1/2019,Birajnaha,,4
2/1/2019,So amazing,Benjamin Paez,4
2/1/2019,this gamer did not support our country we need bangladesh flag please supercell atleast just give us our country flag please a lot of people in bangladesh play this game so please support us,coc lover clash of clans and others,1
2/1/2019,good games thank you,Alvin jhon Navarro,5
2/1/2019,wow is the best gane,Karansingh Bhawar,5
2/1/2019,The game is really awesome very addictive,Mehran Khan123,4
2/1/2019,nice,,5
2/1/2019,Great game,,5
2/1/2019,enjoy,John Astillero,5
2/1/2019,I am old player from it and I experienced very good keep it on SUPERCEEL,,5
2/1/2019,This is the new version of clash of clan . But i liked the old version of clash of clan because in new version we have to hold both the clan The simple clan and the new world. but now there is the main game PUBG IT NEED 1.8 GB NOW I AM PLAYING FREEFIRE THE TOP 5GAME INCULDE COC PUBG FREE FIRE AND TOP FOURT NIGHT!!!!!!!thank you😎😎😎😎😎😎🙂😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎,Ishani Gupta,5
2/1/2019,nice,,5
2/1/2019,nicr,,5
2/1/2019,"awesom,I have no words...",,5
2/1/2019,Speechless :),Rishav Chakrabarty,5
2/1/2019,top,,5
2/1/2019,It's awesome & nice graphics,Ashyuman Biswas,5
2/1/2019,thooooooooo,,5
2/1/2019,Another best troops,Paulo Ticman,5
2/1/2019,wow,,5
2/1/2019,my loving game,,5
2/1/2019,nice game,biplob dn,5
2/1/2019,all time best game 😍😍,rani Kesharwani,5
2/1/2019,very nice very nice giod,,4
2/1/2019,goooooood,Arad Pajotan,5
2/1/2019,Good game but very addictive,Prajjwal Moudgill,5
2/1/2019,it's an awesome game!!!!!!!!!!!!,,5
2/1/2019,ok nice,,5
2/1/2019,awsome,,5
2/1/2019,this is my best game,shuvankar saha,5
2/1/2019,Vicky,,5
2/1/2019,"The updates were nice but the only problem that I have with it is when I'm about to use my keyboard. It seems like it causes my keyboard to crash. I can't even use the chats because whenever I try to send a word, my keyboard crashes. Please check that problem. Thanks!",Clarissa Buenvenida,3
2/1/2019,NICE GAME I LIKE IT,,5
2/1/2019,fair,,2
2/1/2019,best game i have played,Muneer Ahmed,5
2/1/2019,nothing to say💆💆💆,,5
2/1/2019,make more event with a good present,Mario Purba,5
2/1/2019,best game i ever played,MHD FASLUN,4
2/1/2019,it's nice game,,5
2/1/2019,The best game ever in the world Just we have to put some effort,,5
2/1/2019,the game is totally bad,Shayan Saad,1
2/1/2019,Make better update this to make you game top 15 game coc great but make a update otherwise this is bad for indian.,Nidhi Singh,2
2/1/2019,very good game in the world,,5
2/1/2019,This is the best game ever it is so fun to battle and just everything. I mean best game ever. Just so hype 👍💯,Adon Shalberg,5
2/1/2019,I love this game,,5
2/1/2019,best,Hiren Chaudhary,5
2/1/2019,c feeder dy3t,Ashraful Chomok,5
2/1/2019,gooooooooooooooooog cooooooooooooooooooool loooooooooooooooool,epic claynetv,5
2/1/2019,I LOVE THIS GAME,,5
2/1/2019,worst game new update also worst game worst game worst game,,1
2/1/2019,nice,,5
2/1/2019,👌👌👌👌👌,Kaint Eternal,5
2/1/2019,always king,murari dutt bijlwan,5
2/1/2019,try it once in your life,,5
2/1/2019,Nic and fantastic 😘😘😘🇮🇪,Gaurav Verma,5
2/1/2019,2nd town is to deficult to update for new player kindly mqke it symple the gams are used like they are not useable if player is absent he got gems so easyly make gems farming difficult,Pramila Kushwaha,5
2/1/2019,awesome game. i played this game from 3. years .,,5
2/1/2019,بلب,out todd,5
2/1/2019,very good game this is,Shashipal Sharma,5
2/1/2019,Yeas,,5
2/1/2019,Good game,arvind Jha,5
2/1/2019,Good experience .But lost off old id in it😲😲😲😲😲😲🤐🤐🤐😴😴😴😫😫😛😛😛,,5
2/1/2019,its awesome,mr jatt,5
2/1/2019,PLZ TOWN HALL 13,,5
2/1/2019,the best game,saurav mishra,5
2/1/2019,interesting game,asa khozii,5
2/1/2019,this game is very fantastic,,5
2/1/2019,BHALO GAME,,5
2/1/2019,I  hate coc a little bit because i lost my account town hall7 but i logged  in my fb,Sleep Z,5
2/1/2019,It is very interesting,LAJPAT SINGH THAKUR,5
2/1/2019,its a stupid game.... these type of games should be banned,Motiur Rahman,1
2/1/2019,Super,Xenon Technology World,5
2/1/2019,😘😘😘😘😘,Dipak Ghosh,5
2/1/2019,numbar 1 online games in the world,,5
2/1/2019,nic game,,5
2/1/2019,V V V Very nice good,Gaming Master,5
2/1/2019,I started playing this before 2 years and its an awesome game,MUHAMMED FAIZAN,3
2/1/2019,It is very important to play the game a lot to get to a good point and is highly ti  consuming,BRODIE KITCHEN,5
2/1/2019,I'm lovin it,,5
2/1/2019,best strategy game ever...,,5
2/1/2019,It is a fantastic game plz play it,Abdul Moiz Subhan,5
2/1/2019,very best,Magical Jokers,5
2/1/2019,SHERHAN LOVELY GAME,,5
2/1/2019,cool game,,5
2/1/2019,i love it,shamnad tp,5
2/1/2019,fantastic,mysterious Movie,5
2/1/2019,jmo,ShashankTech and gaming,5
2/1/2019,worst of them alllllllllllllllllllllll,Axl Dias,1
2/1/2019,I can do it,,5
2/1/2019,best of best game is CLASH OF CLAN.,,5
2/1/2019,I love this game,,4
2/1/2019,World best game,,5
2/1/2019,my tag is #YJJ2UJQQQ,,5
2/1/2019,World's best game good controls good everything. Have a try of this game.this game is really woderful.,,5
2/1/2019,Give me unlimited gems then only I will rate this game with 5 stars if you didn't give in 2 days then I will delete this game,,1
2/1/2019,suppercell you not indian&bangladash support please Bangladesh flag on clash of clan,gaming with sain,1
2/1/2019,Very nice game I am playing it from 1 and a half year and reached at a high position if you play this I know you will not delete it till you reach the highest position or rank,Ramesh Goyal,5
2/1/2019,nice,Malobika Das,5
2/1/2019,It's impossible to win a battle in the crystal league. The troops get nerfed to max retardation.,Mark Welsh,1
2/1/2019,nise,,5
2/1/2019,Amazing,,5
2/1/2019,best game forever,,5
2/1/2019,Very very very very very good 👍👍👍,,5
2/1/2019,Tushar kumar,,5
2/1/2019,very good for time pass,Khandker Islam,5
2/1/2019,Amazing online game..... Great graphics and wonderful gameplay and global interaction with players world wide... 👍👍😇 But i have lost my Town hall level 9 village base so shut down to play 😔 But still I'll always praise this app... Fortunate to be a part of it... 😌 THANK YOU.... SUPERCELL,yugank Singh,5
2/1/2019,GAME WAS AWESOME,,5
2/1/2019,very nice good game I like this game please come in new upated version of clan of clans means coc plese noticed okkkk I like this game it is very fantasy,,5
2/1/2019,Best game ever,Pankaj Kulaura,5
2/1/2019,MY NICE GAME 😍😍😍😘😘😍😍😘,,5
2/1/2019,good game,kondeti lokesh kumar,5
2/1/2019,cool im still playing in 2019,,5
2/1/2019,very nice game and its very adictive,,5
2/1/2019,awesome,,5
2/1/2019,nice,,5
2/1/2019,I love this game. Its my favourite game nice graphics and all about action.,Pranav Chauhan,5
2/1/2019,nise,,5
2/1/2019,good game......,HD Gamer,5
2/1/2019,excelent,,5
2/1/2019,good game,Meenu Dhiman,5
2/1/2019,hi supercell,,5
2/1/2019,i like this game very much,,5
2/1/2019,excellent,,5
2/1/2019,this game is cool,,5
2/1/2019,Nice game and wonderful graphics but small problem please add the national flag of sri lanka in next update,,5
2/1/2019,Like five star ....this game is cool...................,,5
2/1/2019,very nice game,,5
2/1/2019,plz make more builder in builder base and Give gems event. Plz to develop your game.,,5
2/1/2019,great game wish you have new troops,,5
2/1/2019,I love clash of clans 😍😍😍😍😍😍😍😍,,5
2/1/2019,this game is very good,Tanveer Shaikh,5
2/1/2019,cool,,5
2/1/2019,this is good game,,1
2/1/2019,I love this game,,5
2/1/2019,I want free9th max account who will give me plzzzz,Tanishka Salokhe,5
2/1/2019,samma supper,,5
2/1/2019,Good game,B Boyzz Tamu,5
2/1/2019,cool this game,,5
2/1/2019,coc Best best best best game pubg is bad bad game,Sneha Kumari,5
2/1/2019,Good game,,3
2/1/2019,nice game,,5
2/1/2019,It's very good app .I like this app this game is omg,Rakib Hossan,5
2/1/2019,sudar exellent,,5
2/1/2019,this game is interesting but i dont like 1 thing war attack time sometimes last thing left and time will over so we get 2 star,farhan azhar,5
2/1/2019,LOL LOL LOL,ItzAshHere,5
2/1/2019,Awesome game....I'm loving it,Assassin Dragneel,4
2/1/2019,the game is the bast,,5
2/1/2019,good game,Surender Singh Rathore,5
2/1/2019,why it won't work in Samsung Galaxy j4+,zunied ahmed,5
2/1/2019,its really a nice game..i love it..,Md Jahid,5
2/1/2019,Amazing game this is boss game new updates are awesome,Pradeep Mishra,5
2/1/2019,Very like it ...thumbs up for develop it,Ari Suryanata,5
2/1/2019,great,fedex malantig,2
2/1/2019,good game,,5
2/1/2019,old is gold,,5
2/1/2019,this is the nice game,,5
2/1/2019,liked it,,5
2/1/2019,challenging game,,5
2/1/2019,its very good i like it,Suvarna Rangole,5
2/1/2019,One more builder and laboratory is needed. So please add as soon as possible.,Happy Raj,1
2/1/2019,worst game earlier I was fan of this game but what happened now?? when i attack others I hardly get 10 trophies and a town hall 9 person attacked me and got 39 trophes. What about me?? I already told this to you all but no reply. I request you to fix this. Thank you,Harsh Premchandani,2
2/1/2019,Yaomaijin only PUBG is real,,5
2/1/2019,Download faster pls,,5
2/1/2019,soppar,,5
2/1/2019,Good game but poor clan war league matching,tecnical information,4
2/1/2019,wonderful game,Gauri Rawat,5
2/1/2019,nice game,,5
2/1/2019,wooooooooow,,5
2/1/2019,"it is the best game i have saw in my life , i lost my old account which was th8 so i restarted and now i am th7",play time,5
2/1/2019,The game so exiting and nice,,5
2/1/2019,awesome,,5
2/1/2019,💓 💓😍😍😍,Venu Gopal,5
2/1/2019,i think game director is mad . because if connection is lost them trophies is also lost .... game producer means supercell is mad. i think they have to improve this . i deleted this game i am in th 12...bye bye,,1
2/1/2019,love it,Hazlan Lahtok,5
2/1/2019,super,,5
2/1/2019,its a very strategic game.,usama Mughal,5
2/1/2019,Makin bgs abdet nya,Hendra Suwardi,4
2/1/2019,It was a beautiful game,Nazia Kaushar,5
2/1/2019,Very terrible game,ji pandit,1
2/1/2019,Trops time lett.. Very bad,Asgar riyajul Bengali challenge,1
2/1/2019,This game is best gunvir but add ice wizard and update tpwn hall 13 the color of the town hall is orange,,5
2/1/2019,Good game,Vivek Sharma,1
2/1/2019,boring .no updates,KL 01 Youtuber,1
2/1/2019,nice game,,5
2/1/2019,very good game,,5
2/1/2019,NICE,Viral Chothani,5
2/1/2019,lovely,,5
2/1/2019,best game,,5
2/1/2019,Bloody ass,Aditya Verma,5
2/1/2019,I love this game.,,5
2/1/2019,slow loading,,3
2/1/2019,Sabse top nicely,Aasma Khan,5
2/1/2019,Coc is a fun game to play but they should work on the graphics that's all,Francisca Alexandra,5
2/1/2019,supeb aousam,,5
2/1/2019,beuty,,5
2/1/2019,The game is great but it would be great if I could chat with my social friends in the game. Like you have to be on a clan to chat with friends that's OK but if we could do chat with them individually then that will be great.,Shadow Bringer,4
2/1/2019,Nice game but cost is very much,,4
2/1/2019,good game,,5
2/1/2019,very good game,Ansari Ubaid,5
2/1/2019,clash of clans,,5
2/1/2019,nyc game,,5
2/1/2019,best exprionce,Yasir Khan,5
2/1/2019,jaha,,5
2/1/2019,excellent game,,5
2/1/2019,bekar h,Jitendra Sharma,2
2/1/2019,Awsome,,5
2/1/2019,fggg,,5
2/1/2019,Grate,,5
2/1/2019,keep up the good work,Jomar Andrade,5
2/1/2019,i love it,Ijajul Khan,5
2/1/2019,Very good,,1
2/1/2019,It's a really nice game.,FJ Grobler,5
2/1/2019,the night mode sucks,Jarrold Tong,1
2/1/2019,good,,5
2/1/2019,so boring now,nyinyi oo,5
2/1/2019,It's a best game,,5
2/1/2019,i want to remove my supercell id.. pls,Wellebie Dedot,1
2/1/2019,it was boring in starting but i got interest in it later on nd now its too addictive for me nd became a barrier in my studies 😥,Mahendra Singh Rathore,3
2/1/2019,nice,Sujall Tamang,5
2/1/2019,nc my name tanbir,,5
2/1/2019,I can't stop this game!,,5
2/1/2019,i never get tired of playing this game!,vigilant vigilante,5
2/1/2019,Corking,nasser namjoo7,5
2/1/2019,the mass game ☺☺☺,selvi. lithish,5
2/1/2019,dakar hai,,5
2/1/2019,boring,Zeeshan Munawar,1
2/1/2019,nice!,,5
2/1/2019,it's very nice,,5
2/1/2019,nice game,,5
2/1/2019,woodruffull game,Jalpesh Buddhdev,1
2/1/2019,awesome,divesh adole,5
2/1/2019,"Wants to rate 0 star after this new update, but sorry there is no option..",arvind ray,4
2/1/2019,can't stop playing this game.very nice game.,Amod Patne,5
2/1/2019,this is very nice game I am in th 6 come in my clan power full clan name aashish joshi only one is in clan,,5
2/1/2019,How to get gems in this game,,5
2/1/2019,Awesome game for me and I don't think that you can neglect the game.....its a fabulous.,Ajit Kumar,5
2/1/2019,moode,,5
2/1/2019,😍😍😍,,5
2/1/2019,😍😍😍,,5
2/1/2019,nice game,,5
2/1/2019,very good❤❤,,5
2/1/2019,Love it so much,Imranmostafa saad,5
2/1/2019,Truly addictive,Indra Bansal,5
2/1/2019,i think it will be great if we have war in builder hall too,Tushar Verma,5
2/1/2019,very very fabulous and interesting,Satya Enterprise,5
2/1/2019,so good in starting this is boring but when you reach th 5 or6 you so enjoy,,5
2/1/2019,bestam best....,Manish Vimal,5
2/1/2019,good,Khan Rakib,5
2/1/2019,Please Add Bangladeshi Flag,Alam Bin Amin,1
2/1/2019,Nice game,,5
2/1/2019,game not working fix it pls,Nasser Baba,4
2/1/2019,best game,Harshad Bane,5
2/1/2019,good game thanck u guys,,5
2/1/2019,best,,5
2/1/2019,good,,4
2/1/2019,very nice game,,5
2/1/2019,wow coc's great comeback,orley dampios,5
2/1/2019,BEST GAME EVER,Abbas Uran Gamer,5
2/1/2019,King of kings...,Akhilraj Bolt-Cena,5
2/1/2019,good game,,5
2/1/2019,nice game good graphics,Sabir Anex House,5
2/1/2019,Nice,,1
2/1/2019,，我部落欢迎我名《东京喰种》佐佐木琲世,林骏阳,5
2/1/2019,good game,,5
2/1/2019,madar,Hemant Kumar Sahu,5
2/1/2019,ok,,5
2/1/2019,"ver..........,..............................y ver,......................................... y worst game in the universe do not install the game",,5
2/1/2019,competition target with difficult way in order to get what we want.,Sophano Sao,5
2/1/2019,this was an amazing game,,5
2/1/2019,my first love,,5
2/1/2019,very bad game,Husnain Noor,1
2/1/2019,Nice games,,5
2/1/2019,👏👏👏👏👏,busines life,5
2/1/2019,I like,,1
2/1/2019,I lv this game awsm,,5
2/1/2019,Why always log in failed if i open coc? fix this please..,Kenneth P,5
2/1/2019,It's working again,Rj Hassan,5
2/1/2019,nice games.. i reallyx2 like this games coz this games so many advntre,,5
2/1/2019,nice games.. i reallyx2 like this games coz this games so many advntre,,5
2/1/2019,"i played much games, PUBG also but no one stay on my device more than 1 month, but this one im playing from 3 years & 3 devices change also still is my favorite game",prabh deep,5
2/1/2019,give more and more town all,,5
